Feelings	Functions	Attributes	Numbers
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,   Facilities, Work,    Arts Space,  	X LENGTH = 42.264052, Y Length = 94.835856, Height = 64.741324, Number of Points = 84.703026, Distribution Seed = 90.352072, Mesh Relaxation = 0.777713, Smooth Level = 1, 	243
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Surprise, Distraction, 	          	X LENGTH = 69.774097, Y Length = 80.249319, Height = 88.70916, Number of Points = 7.307362, Distribution Seed = 62.991891, Mesh Relaxation = 0.208652, Smooth Level = 1, 	244
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Focus, 	 Horizontal Circulation,         	X LENGTH = 62.26183, Y Length = 11.229187, Height = 38.384489, Number of Points = 42.503024, Distribution Seed = 51.343619, Mesh Relaxation = 0.518434, Smooth Level = 2, 	245
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,          	X LENGTH = 52.489257, Y Length = 44.031338, Height = 31.218723, Number of Points = 35.500859, Distribution Seed = 65.591834, Mesh Relaxation = 0.116767, Smooth Level = 1, 	246
Serenity, Joy, Grief, Admiration, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 85.730487, Y Length = 85.699415, Height = 86.48728, Number of Points = 13.029813, Distribution Seed = 88.671589, Mesh Relaxation = 0.638376, Smooth Level = 1, 	247
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	Habitation,  Vertical Circulation,        	X LENGTH = 23.131259, Y Length = 45.265879, Height = 77.619446, Number of Points = 23.422535, Distribution Seed = 55.96854, Mesh Relaxation = 0.6861, Smooth Level = 1, 	248
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation,        	X LENGTH = 79.280545, Y Length = 38.120283, Height = 67.255124, Number of Points = 37.816694, Distribution Seed = 11.744477, Mesh Relaxation = 0.002777, Smooth Level = 2, 	249
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	          	X LENGTH = 27.947105, Y Length = 62.84769, Height = 13.234181, Number of Points = 98.2498, Distribution Seed = 5.892708, Mesh Relaxation = 0.95683, Smooth Level = 1, 	250
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Anger, Apprehension, Amazement, Surprise, Focus, 	  Vertical Circulation,        	X LENGTH = 48.909429, Y Length = 31.599118, Height = 44.854824, Number of Points = 45.123672, Distribution Seed = 89.716962, Mesh Relaxation = 0.789315, Smooth Level = 1, 	251
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,          	X LENGTH = 80.048086, Y Length = 84.899618, Height = 42.334484, Number of Points = 70.841777, Distribution Seed = 18.197967, Mesh Relaxation = 0.685908, Smooth Level = 1, 	252
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,   Facilities, Work,   Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 18.993245, Y Length = 79.54234, Height = 63.767702, Number of Points = 56.014867, Distribution Seed = 81.908331, Mesh Relaxation = 0.582317, Smooth Level = 2, 	253
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Focus, 	 Horizontal Circulation,         	X LENGTH = 56.000384, Y Length = 99.643316, Height = 48.0722, Number of Points = 39.860265, Distribution Seed = 27.856542, Mesh Relaxation = 0.799843, Smooth Level = 1, 	254
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,          	X LENGTH = 16.071909, Y Length = 82.763915, Height = 73.35232, Number of Points = 26.270465, Distribution Seed = 39.539375, Mesh Relaxation = 0.502264, Smooth Level = 1, 	255
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Anticipation, Focus, 	 Horizontal Circulation,         	X LENGTH = 64.747883, Y Length = 99.95994, Height = 38.178046, Number of Points = 66.515672, Distribution Seed = 10.473102, Mesh Relaxation = 0.82643, Smooth Level = 1, 	256
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation, Facilities, Work,      	X LENGTH = 55.437188, Y Length = 57.53778, Height = 86.234605, Number of Points = 24.681029, Distribution Seed = 91.404455, Mesh Relaxation = 0.349062, Smooth Level = 1, 	257
Pensiveness, Sadness, Ecstasy, Admiration, Trust, Boredom, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	Habitation,  Vertical Circulation,        	X LENGTH = 29.834582, Y Length = 29.430838, Height = 80.972644, Number of Points = 87.903465, Distribution Seed = 28.735609, Mesh Relaxation = 0.642893, Smooth Level = 1, 	258
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Anticipation, Focus, 	 Horizontal Circulation,         	X LENGTH = 99.370802, Y Length = 70.310718, Height = 78.763136, Number of Points = 71.421419, Distribution Seed = 67.787784, Mesh Relaxation = 0.957953, Smooth Level = 2, 	259
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 10.15324, Y Length = 55.869784, Height = 73.918912, Number of Points = 51.68748, Distribution Seed = 91.263054, Mesh Relaxation = 0.392841, Smooth Level = 1, 	260
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 61.768381, Y Length = 74.249312, Height = 20.883798, Number of Points = 68.402144, Distribution Seed = 6.860058, Mesh Relaxation = 0.891218, Smooth Level = 1, 	261
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 19.056253, Y Length = 19.902531, Height = 19.47707, Number of Points = 50.367448, Distribution Seed = 97.993988, Mesh Relaxation = 0.385385, Smooth Level = 1, 	262
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	          	X LENGTH = 38.139986, Y Length = 29.935163, Height = 19.149776, Number of Points = 69.11711, Distribution Seed = 85.797132, Mesh Relaxation = 0.088847, Smooth Level = 1, 	263
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	  Vertical Circulation,        	X LENGTH = 84.052763, Y Length = 23.365853, Height = 52.192038, Number of Points = 89.189639, Distribution Seed = 33.413012, Mesh Relaxation = 0.780681, Smooth Level = 2, 	264
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 21.488121, Y Length = 84.292739, Height = 63.463284, Number of Points = 76.255148, Distribution Seed = 48.528286, Mesh Relaxation = 0.013015, Smooth Level = 2, 	265
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 70.959387, Y Length = 48.740243, Height = 64.926813, Number of Points = 23.191606, Distribution Seed = 24.094772, Mesh Relaxation = 0.393518, Smooth Level = 2, 	266
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 49.087396, Y Length = 39.14475, Height = 57.579166, Number of Points = 43.252694, Distribution Seed = 90.297011, Mesh Relaxation = 0.767455, Smooth Level = 1, 	267
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,          	X LENGTH = 47.91128, Y Length = 36.442126, Height = 31.961287, Number of Points = 42.609206, Distribution Seed = 24.059828, Mesh Relaxation = 0.246542, Smooth Level = 1, 	268
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,          	X LENGTH = 84.777703, Y Length = 78.753916, Height = 47.212896, Number of Points = 75.254033, Distribution Seed = 94.338244, Mesh Relaxation = 0.814366, Smooth Level = 1, 	269
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	Habitation,   Facilities, Work,      	X LENGTH = 43.958733, Y Length = 47.253071, Height = 94.728653, Number of Points = 32.101591, Distribution Seed = 2.623082, Mesh Relaxation = 0.447111, Smooth Level = 2, 	270
Pensiveness, Joy, Grief, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,          	X LENGTH = 60.788609, Y Length = 77.891164, Height = 70.263457, Number of Points = 96.856682, Distribution Seed = 56.37151, Mesh Relaxation = 0.970794, Smooth Level = 1, 	271
Pensiveness, Joy, Ecstasy, Loathing, Disgust, Boredom, Terror, Fear, Annoyance, Amazement, Anticipation, Distraction, 	          	X LENGTH = 24.630331, Y Length = 33.864752, Height = 20.100869, Number of Points = 64.582362, Distribution Seed = 4.409602, Mesh Relaxation = 0.285187, Smooth Level = 2, 	272
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Amazement, Anticipation, Distraction, 	Habitation,          	X LENGTH = 46.233204, Y Length = 61.687204, Height = 51.438679, Number of Points = 76.552138, Distribution Seed = 38.687966, Mesh Relaxation = 0.252355, Smooth Level = 1, 	273
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Apprehension, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation,        	X LENGTH = 44.676811, Y Length = 36.802297, Height = 76.840687, Number of Points = 61.505883, Distribution Seed = 8.029979, Mesh Relaxation = 0.787912, Smooth Level = 1, 	274
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	Habitation,  Vertical Circulation,        	X LENGTH = 38.215195, Y Length = 36.221011, Height = 47.954762, Number of Points = 47.410289, Distribution Seed = 84.61822, Mesh Relaxation = 0.033629, Smooth Level = 2, 	275
Pensiveness, Sadness, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Amazement, Anticipation, Distraction, 	  Vertical Circulation,        	X LENGTH = 18.745165, Y Length = 27.091607, Height = 92.155108, Number of Points = 76.461531, Distribution Seed = 28.130414, Mesh Relaxation = 0.832436, Smooth Level = 1, 	276
Pensiveness, Sadness, Ecstasy, Loathing, Trust, Boredom, Rage, Fear, Annoyance, Amazement, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 35.430848, Y Length = 55.477338, Height = 93.70104, Number of Points = 63.139785, Distribution Seed = 5.435638, Mesh Relaxation = 0.651913, Smooth Level = 1, 	277
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 21.042722, Y Length = 11.40167, Height = 95.351728, Number of Points = 51.694487, Distribution Seed = 36.450004, Mesh Relaxation = 0.176027, Smooth Level = 2, 	278
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	  Vertical Circulation,        	X LENGTH = 45.983378, Y Length = 27.269664, Height = 73.599516, Number of Points = 62.247962, Distribution Seed = 79.338154, Mesh Relaxation = 0.987928, Smooth Level = 1, 	279
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,   Meditation and Reading, Arts Space,  	X LENGTH = 75.962613, Y Length = 59.502113, Height = 72.597499, Number of Points = 54.560575, Distribution Seed = 24.186248, Mesh Relaxation = 0.2412, Smooth Level = 2, 	280
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 56.849123, Y Length = 15.029184, Height = 15.35121, Number of Points = 70.786428, Distribution Seed = 14.199434, Mesh Relaxation = 0.891893, Smooth Level = 1, 	281
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation, Facilities, Work,   Meditation and Reading, Arts Space,  	X LENGTH = 60.38275, Y Length = 73.00775, Height = 94.092261, Number of Points = 43.566869, Distribution Seed = 20.470965, Mesh Relaxation = 0.587352, Smooth Level = 2, 	282
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 79.124751, Y Length = 99.460159, Height = 87.810556, Number of Points = 83.927286, Distribution Seed = 49.33831, Mesh Relaxation = 0.114315, Smooth Level = 2, 	283
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 24.529436, Y Length = 14.712363, Height = 86.959656, Number of Points = 31.19933, Distribution Seed = 72.975332, Mesh Relaxation = 0.642182, Smooth Level = 2, 	284
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 88.857688, Y Length = 49.608009, Height = 41.651781, Number of Points = 46.139476, Distribution Seed = 64.991584, Mesh Relaxation = 0.595362, Smooth Level = 1, 	285
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 99.022231, Y Length = 19.375264, Height = 39.38904, Number of Points = 41.350551, Distribution Seed = 86.813467, Mesh Relaxation = 0.71402, Smooth Level = 1, 	286
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Anticipation, Focus, 	Habitation,   Facilities, Work, Exhibiting,  Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 81.123419, Y Length = 57.570703, Height = 39.6337, Number of Points = 94.225562, Distribution Seed = 31.016702, Mesh Relaxation = 0.375573, Smooth Level = 1, 	287
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation,        	X LENGTH = 46.853626, Y Length = 46.712063, Height = 98.807466, Number of Points = 30.766827, Distribution Seed = 40.857017, Mesh Relaxation = 0.558514, Smooth Level = 1, 	288
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation,  Work,      	X LENGTH = 30.493908, Y Length = 85.565581, Height = 91.740736, Number of Points = 64.466791, Distribution Seed = 75.644823, Mesh Relaxation = 0.800997, Smooth Level = 1, 	289
Pensiveness, Sadness, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	Habitation,  Vertical Circulation,  Work,      	X LENGTH = 54.185233, Y Length = 57.977991, Height = 96.514228, Number of Points = 68.659604, Distribution Seed = 75.865717, Mesh Relaxation = 0.290891, Smooth Level = 2, 	290
Serenity, Joy, Grief, Loathing, Trust, Acceptance, Rage, Anger, Apprehension, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 91.696856, Y Length = 21.907398, Height = 59.838204, Number of Points = 96.80139, Distribution Seed = 55.947231, Mesh Relaxation = 0.584543, Smooth Level = 1, 	291
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,          	X LENGTH = 24.064115, Y Length = 61.323909, Height = 11.810562, Number of Points = 28.885964, Distribution Seed = 51.135711, Mesh Relaxation = 0.243948, Smooth Level = 2, 	292
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	          	X LENGTH = 65.889661, Y Length = 71.085212, Height = 50.95735, Number of Points = 20.994357, Distribution Seed = 94.28516, Mesh Relaxation = 0.903996, Smooth Level = 1, 	293
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 13.275884, Y Length = 25.006655, Height = 28.597131, Number of Points = 78.151905, Distribution Seed = 2.297824, Mesh Relaxation = 0.719307, Smooth Level = 2, 	294
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 83.111933, Y Length = 29.996167, Height = 68.859631, Number of Points = 62.37624, Distribution Seed = 94.246946, Mesh Relaxation = 0.665778, Smooth Level = 1, 	295
